id,abstract,conclusion,n_conclusion_sections,total
astro-ph/0411201,0,4,2,4
astro-ph/0411202,0,0,1,0
astro-ph/0411203,0,0,1,0
astro-ph/0411204,0,0,1,0
astro-ph/0411206,0,0,1,0
astro-ph/0411207,0,0,0,0
astro-ph/0411208,0,0,2,0
astro-ph/0411209,0,0,1,0
astro-ph/0411210,0,0,1,0
astro-ph/0411211,0,0,0,0
astro-ph/0411212,0,1,1,1
astro-ph/0411213,0,0,0,0
astro-ph/0411214,0,0,0,0
astro-ph/0411216,0,0,0,0
astro-ph/0411217,0,0,1,0
astro-ph/0411218,0,0,0,0
astro-ph/0411219,0,0,1,0
astro-ph/0411220,0,0,1,0
astro-ph/0411221,0,0,0,0
astro-ph/0411223,0,0,1,0
astro-ph/0411224,0,3,1,3
astro-ph/0411225,0,0,1,0
astro-ph/0411226,0,0,0,0
astro-ph/0411227,0,0,1,0
astro-ph/0411228,0,0,0,0
astro-ph/0411229,0,0,1,0
astro-ph/0411230,0,0,0,0
astro-ph/0411231,0,0,1,0
astro-ph/0411232,0,0,1,0
astro-ph/0411233,0,2,2,2
astro-ph/0411234,0,0,1,0
astro-ph/0411235,0,0,1,0
astro-ph/0411236,0,0,0,0
astro-ph/0411237,0,0,1,0
astro-ph/0411238,0,9,2,9
astro-ph/0411239,0,0,2,0
astro-ph/0411240,0,0,1,0
astro-ph/0411241,0,4,2,4
astro-ph/0411242,0,0,1,0
astro-ph/0411243,0,0,0,0
astro-ph/0411244,0,0,1,0
astro-ph/0411245,0,0,0,0
astro-ph/0411246,2,9,2,11
astro-ph/0411248,0,0,2,0
astro-ph/0411249,0,0,1,0
astro-ph/0411250,0,0,1,0
astro-ph/0411251,0,0,0,0
astro-ph/0411252,0,0,0,0
astro-ph/0411253,0,12,3,12
astro-ph/0411254,0,0,1,0
astro-ph/0411256,2,2,1,4
astro-ph/0411257,0,0,0,0
astro-ph/0411258,0,0,1,0
astro-ph/0411259,0,0,1,0
astro-ph/0411260,0,0,2,0
astro-ph/0411261,2,9,2,11
astro-ph/0411263,0,0,1,0
astro-ph/0411264,0,0,1,0
astro-ph/0411266,0,0,1,0
astro-ph/0411267,0,0,2,0
astro-ph/0411268,0,0,0,0
astro-ph/0411269,0,0,0,0
astro-ph/0411270,0,4,1,4
astro-ph/0411271,0,0,1,0
astro-ph/0411272,0,0,2,0
astro-ph/0411273,0,0,0,0
astro-ph/0411274,0,1,2,1
astro-ph/0411275,0,0,0,0
astro-ph/0411276,0,0,0,0
astro-ph/0411277,0,0,1,0
astro-ph/0411279,0,0,0,0
astro-ph/0411280,0,0,0,0
astro-ph/0411281,0,0,1,0
astro-ph/0411282,0,0,1,0
astro-ph/0411283,0,0,1,0
astro-ph/0411284,0,1,1,1
astro-ph/0411285,0,4,1,4
astro-ph/0411286,0,34,2,34
astro-ph/0411287,0,4,2,4
astro-ph/0411288,1,1,1,2
astro-ph/0411289,0,0,0,0
astro-ph/0411290,0,0,1,0
astro-ph/0411291,0,0,1,0
astro-ph/0411292,0,0,1,0
astro-ph/0411293,1,0,0,1
astro-ph/0411294,0,0,1,0
astro-ph/0411295,0,0,1,0
astro-ph/0411296,0,0,1,0
astro-ph/0411297,0,7,2,7
astro-ph/0411298,0,5,2,5
astro-ph/0411299,0,0,0,0
astro-ph/0411300,0,0,2,0
astro-ph/0411301,0,0,0,0
astro-ph/0411302,3,3,1,6
astro-ph/0411303,0,0,1,0
astro-ph/0411304,1,0,0,1
astro-ph/0411305,0,0,1,0
astro-ph/0411306,0,0,0,0
astro-ph/0411307,0,0,0,0
astro-ph/0411308,0,0,0,0
astro-ph/0411309,0,0,0,0
astro-ph/0411310,0,0,1,0
astro-ph/0411311,0,0,0,0
astro-ph/0411312,0,0,1,0
astro-ph/0411313,0,0,1,0
astro-ph/0411314,0,0,1,0
astro-ph/0411315,0,0,1,0
astro-ph/0411316,0,2,2,2
astro-ph/0411317,5,5,1,10
astro-ph/0411318,0,0,1,0
astro-ph/0411319,3,0,0,3
astro-ph/0411320,0,0,2,0
astro-ph/0411321,0,0,0,0
astro-ph/0411322,0,0,1,0
astro-ph/0411323,0,0,1,0
astro-ph/0411324,1,4,1,5
astro-ph/0411325,0,0,1,0
astro-ph/0411326,0,3,2,3
astro-ph/0411327,0,0,0,0
astro-ph/0411328,2,2,1,4
astro-ph/0411329,0,0,3,0
astro-ph/0411330,0,4,2,4
astro-ph/0411331,0,0,1,0
astro-ph/0411332,0,0,1,0
astro-ph/0411333,0,0,1,0
astro-ph/0411334,0,0,0,0
astro-ph/0411335,0,0,0,0
astro-ph/0411336,0,0,0,0
astro-ph/0411337,0,4,1,4
astro-ph/0411339,0,0,2,0
astro-ph/0411340,0,9,2,9
astro-ph/0411341,2,1,1,3
astro-ph/0411343,2,0,0,2
astro-ph/0411344,0,0,1,0
astro-ph/0411346,0,0,0,0
astro-ph/0411347,0,0,1,0
astro-ph/0411348,0,1,1,1
astro-ph/0411349,0,0,2,0
astro-ph/0411350,0,0,3,0
astro-ph/0411351,3,0,0,3
astro-ph/0411352,0,0,2,0
astro-ph/0411353,1,0,0,1
astro-ph/0411354,0,0,0,0
astro-ph/0411355,0,0,0,0
astro-ph/0411356,0,0,0,0
astro-ph/0411357,0,1,2,1
astro-ph/0411358,0,0,0,0
astro-ph/0411359,0,1,2,1
astro-ph/0411360,2,5,1,7
astro-ph/0411361,1,0,0,1
astro-ph/0411363,0,0,0,0
astro-ph/0411364,0,0,0,0
astro-ph/0411365,0,0,1,0
astro-ph/0411366,0,0,1,0
astro-ph/0411367,5,5,1,10
astro-ph/0411368,0,1,1,1
astro-ph/0411369,0,0,1,0
astro-ph/0411371,0,0,0,0
astro-ph/0411372,0,0,0,0
astro-ph/0411373,0,1,1,1
astro-ph/0411375,0,0,0,0
astro-ph/0411376,0,0,2,0
astro-ph/0411377,0,0,1,0
astro-ph/0411379,0,0,1,0
astro-ph/0411380,0,0,0,0
astro-ph/0411381,0,0,2,0
astro-ph/0411382,1,0,1,1
astro-ph/0411383,0,0,1,0
astro-ph/0411384,0,0,1,0
astro-ph/0411385,0,0,0,0
astro-ph/0411386,2,9,1,11
astro-ph/0411388,0,0,1,0
astro-ph/0411389,0,0,1,0
astro-ph/0411390,1,1,1,2
astro-ph/0411391,0,0,0,0
astro-ph/0411392,0,0,0,0
astro-ph/0411393,0,0,0,0
astro-ph/0411394,0,0,0,0
astro-ph/0411397,3,11,3,14
astro-ph/0411398,0,0,1,0
astro-ph/0411399,0,0,1,0
astro-ph/0411400,0,1,1,1
astro-ph/0411401,0,0,1,0
astro-ph/0411402,0,0,1,0
astro-ph/0411403,0,1,1,1
astro-ph/0411404,0,1,1,1
astro-ph/0411405,0,1,1,1
astro-ph/0411406,0,0,1,0
astro-ph/0411407,0,1,1,1
astro-ph/0411408,0,0,0,0
astro-ph/0411412,0,0,0,0
astro-ph/0411413,0,0,2,0
astro-ph/0411414,0,7,2,7
astro-ph/0411416,0,0,0,0
astro-ph/0411417,0,0,1,0
astro-ph/0411418,0,0,1,0
astro-ph/0411419,0,0,0,0
astro-ph/0411420,0,0,1,0
astro-ph/0411421,0,0,2,0
astro-ph/0411422,5,4,1,9
astro-ph/0411423,0,5,1,5
astro-ph/0411424,0,0,0,0
astro-ph/0411425,0,0,2,0
astro-ph/0411426,0,0,2,0
astro-ph/0411427,0,0,2,0
astro-ph/0411428,0,2,1,2
astro-ph/0411429,0,13,1,13
astro-ph/0411430,0,1,1,1
astro-ph/0411431,0,0,1,0
astro-ph/0411432,3,2,1,5
astro-ph/0411433,0,1,1,1
astro-ph/0411435,0,0,0,0
astro-ph/0411436,0,0,0,0
astro-ph/0411437,0,0,0,0
astro-ph/0411438,1,1,1,2
astro-ph/0411439,0,0,1,0
astro-ph/0411440,0,0,0,0
astro-ph/0411441,0,0,1,0
astro-ph/0411442,0,1,1,1
astro-ph/0411443,0,0,0,0
astro-ph/0411444,1,0,0,1
astro-ph/0411445,1,0,0,1
astro-ph/0411446,0,1,2,1
astro-ph/0411447,2,3,1,5
astro-ph/0411449,1,0,0,1
astro-ph/0411450,0,0,0,0
astro-ph/0411451,0,0,1,0
astro-ph/0411452,5,19,2,24
astro-ph/0411453,0,0,1,0
astro-ph/0411454,0,0,1,0
astro-ph/0411456,0,0,0,0
astro-ph/0411457,0,0,0,0
astro-ph/0411458,0,0,0,0
astro-ph/0411459,0,0,0,0
astro-ph/0411460,0,3,1,3
astro-ph/0411461,0,0,1,0
astro-ph/0411463,0,0,0,0
astro-ph/0411464,0,0,2,0
astro-ph/0411465,0,0,1,0
astro-ph/0411466,0,1,1,1
astro-ph/0411467,0,1,1,1
astro-ph/0411468,0,0,1,0
astro-ph/0411469,0,0,0,0
astro-ph/0411470,1,8,1,9
astro-ph/0411471,0,0,1,0
astro-ph/0411472,0,0,1,0
astro-ph/0411473,0,0,1,0
astro-ph/0411474,0,0,1,0
astro-ph/0411475,0,0,0,0
astro-ph/0411476,0,0,0,0
astro-ph/0411477,0,1,1,1
astro-ph/0411478,0,0,1,0
astro-ph/0411479,0,0,1,0
astro-ph/0411480,0,0,1,0
astro-ph/0411481,1,0,0,1
astro-ph/0411482,0,0,2,0
astro-ph/0411483,0,0,0,0
astro-ph/0411484,0,8,1,8
astro-ph/0411485,0,2,2,2
astro-ph/0411486,0,0,1,0
astro-ph/0411487,2,0,0,2
astro-ph/0411488,0,1,2,1
astro-ph/0411489,0,0,0,0
astro-ph/0411490,0,0,2,0
astro-ph/0411492,0,0,1,0
astro-ph/0411493,0,0,1,0
astro-ph/0411494,0,0,1,0
astro-ph/0411495,0,0,2,0
astro-ph/0411497,0,0,0,0
astro-ph/0411498,0,0,1,0
astro-ph/0411499,0,0,1,0
astro-ph/0411500,0,0,1,0
astro-ph/0411501,0,0,0,0
astro-ph/0411502,0,0,1,0
astro-ph/0411503,0,4,2,4
astro-ph/0411504,0,0,1,0
astro-ph/0411505,0,0,1,0
astro-ph/0411506,0,0,0,0
astro-ph/0411508,0,0,1,0
astro-ph/0411509,0,0,1,0
astro-ph/0411510,0,0,0,0
astro-ph/0411511,0,0,1,0
astro-ph/0411512,0,0,1,0
astro-ph/0411513,0,0,1,0
astro-ph/0411514,0,0,1,0
astro-ph/0411515,0,0,0,0
astro-ph/0411516,0,22,2,22
astro-ph/0411517,0,1,2,1
astro-ph/0411518,1,2,2,3
astro-ph/0411520,0,0,0,0
astro-ph/0411521,0,0,1,0
astro-ph/0411522,0,0,1,0
astro-ph/0411523,1,16,2,17
astro-ph/0411524,0,0,0,0
astro-ph/0411525,0,0,0,0
astro-ph/0411526,0,0,2,0
astro-ph/0411527,0,0,1,0
astro-ph/0411528,0,1,2,1
astro-ph/0411529,0,0,1,0
astro-ph/0411530,1,1,1,2
astro-ph/0411531,0,1,2,1
astro-ph/0411532,0,0,1,0
astro-ph/0411534,0,0,0,0
astro-ph/0411535,0,0,1,0
astro-ph/0411536,1,0,1,1
astro-ph/0411537,0,0,1,0
astro-ph/0411538,0,0,2,0
astro-ph/0411539,0,0,1,0
astro-ph/0411540,0,0,0,0
astro-ph/0411541,0,0,1,0
astro-ph/0411542,0,0,0,0
astro-ph/0411544,0,22,2,22
astro-ph/0411545,0,0,1,0
astro-ph/0411546,0,0,1,0
astro-ph/0411548,0,0,0,0
astro-ph/0411549,0,0,1,0
astro-ph/0411551,1,10,2,11
astro-ph/0411552,0,0,1,0
astro-ph/0411554,0,0,1,0
astro-ph/0411555,5,35,2,40
astro-ph/0411556,0,0,2,0
astro-ph/0411558,0,1,2,1
astro-ph/0411560,0,0,0,0
astro-ph/0411561,0,0,2,0
astro-ph/0411562,0,4,1,4
astro-ph/0411563,0,0,0,0
astro-ph/0411564,0,0,1,0
astro-ph/0411565,4,6,2,10
astro-ph/0411566,0,0,0,0
astro-ph/0411567,0,2,2,2
astro-ph/0411569,0,0,0,0
astro-ph/0411570,1,2,2,3
astro-ph/0411571,1,1,1,2
astro-ph/0411572,1,0,1,1
astro-ph/0411573,0,0,1,0
astro-ph/0411574,0,0,1,0
astro-ph/0411575,0,0,0,0
astro-ph/0411577,0,0,1,0
astro-ph/0411578,0,1,2,1
astro-ph/0411579,0,0,0,0
astro-ph/0411580,0,0,1,0
astro-ph/0411581,0,0,0,0
astro-ph/0411582,1,13,1,14
astro-ph/0411583,0,0,1,0
astro-ph/0411584,0,0,1,0
astro-ph/0411585,0,0,0,0
astro-ph/0411587,0,1,2,1
astro-ph/0411588,0,0,1,0
astro-ph/0411589,0,0,1,0
astro-ph/0411591,0,0,2,0
astro-ph/0411592,0,0,0,0
astro-ph/0411593,0,0,1,0
astro-ph/0411594,0,0,1,0
astro-ph/0411596,0,0,3,0
astro-ph/0411597,0,0,0,0
astro-ph/0411598,0,0,1,0
astro-ph/0411599,0,0,1,0
astro-ph/0411600,0,0,1,0
astro-ph/0411601,0,0,1,0
astro-ph/0411602,0,7,2,7
astro-ph/0411603,0,1,1,1
astro-ph/0411604,0,0,0,0
astro-ph/0411606,0,0,0,0
astro-ph/0411607,0,0,1,0
astro-ph/0411608,0,2,2,2
astro-ph/0411609,0,0,1,0
astro-ph/0411610,1,0,0,1
astro-ph/0411611,0,0,0,0
astro-ph/0411613,0,0,1,0
astro-ph/0411614,0,5,2,5
astro-ph/0411615,1,1,1,2
astro-ph/0411616,0,0,0,0
astro-ph/0411617,0,0,0,0
astro-ph/0411618,0,0,2,0
astro-ph/0411619,0,0,1,0
astro-ph/0411620,0,0,1,0
astro-ph/0411621,0,0,1,0
astro-ph/0411622,0,0,1,0
astro-ph/0411623,1,0,0,1
astro-ph/0411624,0,1,1,1
astro-ph/0411625,0,0,1,0
astro-ph/0411626,0,0,1,0
astro-ph/0411627,0,0,1,0
astro-ph/0411628,1,2,1,3
astro-ph/0411630,0,0,0,0
astro-ph/0411631,0,1,2,1
astro-ph/0411632,0,0,1,0
astro-ph/0411633,0,0,2,0
astro-ph/0411634,0,0,2,0
astro-ph/0411635,0,0,0,0
astro-ph/0411636,0,2,1,2
astro-ph/0411637,0,1,2,1
astro-ph/0411638,1,1,1,2
astro-ph/0411639,0,3,2,3
astro-ph/0411640,0,0,1,0
astro-ph/0411641,0,0,1,0
astro-ph/0411642,0,0,2,0
astro-ph/0411643,0,0,0,0
astro-ph/0411644,0,0,1,0
astro-ph/0411645,0,0,1,0
astro-ph/0411646,1,0,1,1
astro-ph/0411647,0,0,1,0
astro-ph/0411648,0,0,1,0
astro-ph/0411649,0,0,0,0
astro-ph/0411650,0,0,0,0
astro-ph/0411651,2,1,1,3
astro-ph/0411652,0,0,1,0
astro-ph/0411653,4,28,2,32
astro-ph/0411654,0,0,1,0
astro-ph/0411655,0,0,1,0
astro-ph/0411656,0,0,1,0
astro-ph/0411657,0,0,1,0
astro-ph/0411659,0,0,1,0
astro-ph/0411660,0,0,1,0
astro-ph/0411662,2,2,1,4
astro-ph/0411663,0,0,1,0
astro-ph/0411664,0,3,1,3
astro-ph/0411666,0,0,1,0
astro-ph/0411667,0,0,2,0
astro-ph/0411668,0,0,0,0
astro-ph/0411669,0,0,1,0
astro-ph/0411670,0,0,1,0
astro-ph/0411673,0,0,1,0
astro-ph/0411674,1,0,1,1
astro-ph/0411675,0,0,1,0
astro-ph/0411677,0,0,1,0
astro-ph/0411678,0,0,1,0
astro-ph/0411679,0,0,1,0
astro-ph/0411680,0,3,3,3
astro-ph/0411681,1,5,1,6
astro-ph/0411682,2,0,0,2
astro-ph/0411683,0,0,0,0
astro-ph/0411684,0,0,0,0
astro-ph/0411685,0,0,1,0
astro-ph/0411687,0,5,1,5
astro-ph/0411688,1,2,2,3
astro-ph/0411689,0,0,1,0
astro-ph/0411690,0,0,2,0
astro-ph/0411691,0,1,2,1
astro-ph/0411694,0,0,1,0
astro-ph/0411695,2,13,2,15
astro-ph/0411697,0,0,1,0
astro-ph/0411698,1,1,1,2
astro-ph/0411699,3,3,1,6
astro-ph/0411700,1,0,0,1
astro-ph/0411701,0,0,0,0
astro-ph/0411702,0,0,2,0
astro-ph/0411703,0,0,1,0
astro-ph/0411705,0,0,3,0
astro-ph/0411707,0,0,1,0
astro-ph/0411709,0,0,0,0
astro-ph/0411710,0,0,1,0
astro-ph/0411711,0,0,1,0
astro-ph/0411712,0,14,2,14
astro-ph/0411713,0,0,1,0
astro-ph/0411714,0,0,0,0
astro-ph/0411716,0,1,1,1
astro-ph/0411717,0,0,1,0
astro-ph/0411719,0,0,2,0
astro-ph/0411720,0,6,1,6
astro-ph/0411721,1,1,2,2
astro-ph/0411722,0,0,0,0
astro-ph/0411723,4,0,0,4
astro-ph/0411724,0,0,1,0
astro-ph/0411725,0,0,0,0
astro-ph/0411726,1,0,0,1
astro-ph/0411727,0,6,2,6
astro-ph/0411728,0,9,2,9
astro-ph/0411729,0,3,2,3
astro-ph/0411730,0,0,0,0
astro-ph/0411731,0,0,0,0
astro-ph/0411732,0,4,2,4
astro-ph/0411733,0,2,1,2
astro-ph/0411734,0,1,1,1
astro-ph/0411735,0,0,1,0
astro-ph/0411736,0,1,2,1
astro-ph/0411737,0,0,1,0
astro-ph/0411738,0,1,1,1
astro-ph/0411740,0,0,1,0
astro-ph/0411741,0,0,0,0
astro-ph/0411742,1,0,0,1
astro-ph/0411743,0,0,1,0
astro-ph/0411744,0,0,0,0
astro-ph/0411745,4,0,0,4
astro-ph/0411746,0,0,1,0
astro-ph/0411747,0,0,1,0
astro-ph/0411748,0,0,0,0
astro-ph/0411750,0,0,1,0
astro-ph/0411751,0,0,0,0
astro-ph/0411752,0,0,1,0
astro-ph/0411753,0,0,2,0
astro-ph/0411754,0,0,0,0
astro-ph/0411755,0,0,0,0
astro-ph/0411756,0,0,1,0
astro-ph/0411757,0,0,1,0
astro-ph/0411758,0,0,1,0
astro-ph/0411759,0,0,1,0
astro-ph/0411760,0,0,1,0
astro-ph/0411762,0,0,1,0
astro-ph/0411763,0,1,1,1
astro-ph/0411764,0,15,2,15
astro-ph/0411765,0,0,1,0
astro-ph/0411766,1,0,0,1
astro-ph/0411767,0,0,1,0
astro-ph/0411768,0,0,1,0
astro-ph/0411769,0,0,1,0
astro-ph/0411770,0,0,1,0
astro-ph/0411771,0,0,1,0
astro-ph/0411773,0,0,1,0
astro-ph/0411774,0,0,1,0
astro-ph/0411775,0,0,1,0
astro-ph/0411776,0,0,0,0
astro-ph/0411777,1,0,0,1
astro-ph/0411778,0,0,1,0
astro-ph/0411779,0,3,1,3
astro-ph/0411780,2,2,1,4
astro-ph/0411781,0,0,0,0
astro-ph/0411782,0,0,0,0
astro-ph/0411783,0,0,1,0
astro-ph/0411784,0,0,2,0
astro-ph/0411785,0,0,1,0
astro-ph/0411786,0,0,1,0
astro-ph/0411787,0,9,2,9
astro-ph/0411789,0,0,1,0
astro-ph/0411790,0,24,2,24
astro-ph/0411791,0,0,1,0
astro-ph/0411792,0,0,1,0
astro-ph/0411793,0,0,0,0
astro-ph/0411794,0,0,1,0
astro-ph/0411796,2,0,0,2
astro-ph/0411797,0,1,3,1
astro-ph/0411799,0,0,2,0
astro-ph/0411800,0,0,1,0
astro-ph/0411801,0,0,1,0
astro-ph/0411802,0,1,2,1
astro-ph/0411803,0,13,2,13
astro-ph/0411804,0,2,1,2
astro-ph/0411805,0,0,1,0
astro-ph/0412001,2,16,2,18
astro-ph/0412002,0,1,2,1
astro-ph/0412003,0,1,1,1
astro-ph/0412004,1,4,2,5
astro-ph/0412005,0,0,0,0
astro-ph/0412006,0,0,1,0
astro-ph/0412007,0,0,0,0
astro-ph/0412008,0,0,2,0
astro-ph/0412009,0,0,0,0
astro-ph/0412010,0,0,0,0
astro-ph/0412011,0,0,1,0
astro-ph/0412012,0,0,0,0
astro-ph/0412013,0,3,2,3
astro-ph/0412014,0,0,0,0
astro-ph/0412015,0,0,1,0
astro-ph/0412016,0,2,1,2
astro-ph/0412017,1,0,0,1
astro-ph/0412018,0,0,1,0
astro-ph/0412019,0,0,1,0
astro-ph/0412020,2,2,1,4
astro-ph/0412021,0,0,1,0
astro-ph/0412022,0,0,1,0
astro-ph/0412024,0,2,1,2
astro-ph/0412025,0,0,1,0
astro-ph/0412026,0,9,2,9
astro-ph/0412027,0,1,1,1
astro-ph/0412029,0,0,0,0
astro-ph/0412030,0,0,0,0
astro-ph/0412031,0,2,2,2
astro-ph/0412032,0,0,1,0
astro-ph/0412033,1,0,1,1
astro-ph/0412034,0,0,1,0
astro-ph/0412035,1,2,2,3
astro-ph/0412036,0,0,2,0
astro-ph/0412037,0,0,1,0
astro-ph/0412039,2,28,2,30
astro-ph/0412040,0,0,1,0
astro-ph/0412041,0,0,0,0
astro-ph/0412042,0,3,1,3
astro-ph/0412043,0,3,1,3
astro-ph/0412044,0,0,1,0
astro-ph/0412045,0,0,1,0
astro-ph/0412046,0,0,1,0
astro-ph/0412048,0,0,0,0
astro-ph/0412049,3,3,1,6
astro-ph/0412050,3,7,1,10
astro-ph/0412051,1,4,2,5
astro-ph/0412052,0,0,1,0
astro-ph/0412053,0,0,0,0
astro-ph/0412054,0,0,1,0
astro-ph/0412055,0,1,1,1
astro-ph/0412056,0,0,2,0
astro-ph/0412057,0,0,0,0
astro-ph/0412058,0,1,1,1
astro-ph/0412062,0,0,1,0
astro-ph/0412064,0,0,1,0
astro-ph/0412065,0,5,2,5
astro-ph/0412066,0,0,0,0
astro-ph/0412067,0,3,1,3
astro-ph/0412069,1,0,1,1
astro-ph/0412070,0,0,1,0
astro-ph/0412071,0,0,2,0
astro-ph/0412072,0,0,1,0
astro-ph/0412076,0,0,1,0
astro-ph/0412078,0,0,1,0
astro-ph/0412079,0,0,0,0
astro-ph/0412080,0,0,1,0
astro-ph/0412081,0,0,1,0
astro-ph/0412082,0,0,1,0
astro-ph/0412083,2,6,2,8
astro-ph/0412084,0,0,0,0
astro-ph/0412085,0,0,0,0
astro-ph/0412087,0,0,1,0
astro-ph/0412089,0,0,1,0
astro-ph/0412090,1,0,1,1
astro-ph/0412091,0,0,1,0
astro-ph/0412093,6,17,1,23
astro-ph/0412094,0,0,0,0
astro-ph/0412095,0,0,0,0
astro-ph/0412096,0,3,1,3
astro-ph/0412097,2,1,1,3
astro-ph/0412098,0,0,1,0
astro-ph/0412100,0,0,1,0
astro-ph/0412102,1,1,2,2
astro-ph/0412103,0,0,0,0
astro-ph/0412104,1,0,1,1
astro-ph/0412105,0,0,1,0
astro-ph/0412106,0,0,2,0
astro-ph/0412107,0,0,2,0
astro-ph/0412108,0,0,0,0
astro-ph/0412109,0,0,1,0
astro-ph/0412110,0,0,2,0
astro-ph/0412111,2,7,2,9
astro-ph/0412112,0,0,1,0
astro-ph/0412113,0,8,1,8
astro-ph/0412114,0,0,1,0
astro-ph/0412115,0,0,2,0
astro-ph/0412116,2,0,0,2
astro-ph/0412117,0,0,1,0
astro-ph/0412118,2,0,1,2
astro-ph/0412119,0,0,0,0
astro-ph/0412120,0,2,2,2
astro-ph/0412121,0,1,1,1
astro-ph/0412122,0,0,0,0
astro-ph/0412123,0,0,0,0
astro-ph/0412124,0,1,3,1
astro-ph/0412125,0,2,2,2
astro-ph/0412126,0,0,1,0
astro-ph/0412127,3,16,2,19
astro-ph/0412128,1,8,2,9
astro-ph/0412129,0,0,0,0
astro-ph/0412130,0,0,0,0
astro-ph/0412131,0,2,1,2
astro-ph/0412132,0,0,2,0
astro-ph/0412133,0,0,0,0
astro-ph/0412134,0,0,1,0
astro-ph/0412135,0,0,2,0
astro-ph/0412136,0,3,2,3
astro-ph/0412137,2,0,0,2
astro-ph/0412138,0,0,1,0
astro-ph/0412139,0,0,1,0
astro-ph/0412140,0,0,1,0
astro-ph/0412141,0,0,1,0
astro-ph/0412142,3,2,1,5
astro-ph/0412143,0,11,2,11
astro-ph/0412145,0,0,1,0
astro-ph/0412146,0,1,2,1
astro-ph/0412147,0,0,1,0
astro-ph/0412149,0,0,2,0
astro-ph/0412150,0,0,1,0
astro-ph/0412151,0,0,1,0
astro-ph/0412152,0,0,1,0
astro-ph/0412154,0,0,1,0
astro-ph/0412155,0,0,1,0
astro-ph/0412156,0,2,1,2
astro-ph/0412157,3,0,1,3
astro-ph/0412158,0,0,2,0
astro-ph/0412159,0,3,1,3
astro-ph/0412160,0,0,0,0
astro-ph/0412161,0,3,2,3
astro-ph/0412162,0,0,0,0
astro-ph/0412163,0,2,1,2
astro-ph/0412164,0,0,0,0
astro-ph/0412165,0,2,1,2
astro-ph/0412166,0,0,0,0
astro-ph/0412167,0,0,0,0
astro-ph/0412168,0,34,2,34
astro-ph/0412169,0,3,2,3
astro-ph/0412170,0,0,0,0
astro-ph/0412171,0,0,2,0
astro-ph/0412172,0,0,1,0
astro-ph/0412173,0,0,1,0
astro-ph/0412174,0,0,1,0
astro-ph/0412175,0,2,1,2
astro-ph/0412178,0,0,1,0
astro-ph/0412179,0,0,1,0
astro-ph/0412180,0,0,1,0
astro-ph/0412181,0,1,2,1
astro-ph/0412182,0,0,1,0
astro-ph/0412183,0,0,1,0
astro-ph/0412184,1,5,1,6
astro-ph/0412185,0,0,1,0
astro-ph/0412186,0,0,0,0
astro-ph/0412187,0,0,1,0
astro-ph/0412188,0,6,2,6
astro-ph/0412189,5,5,1,10
astro-ph/0412190,0,0,2,0
astro-ph/0412191,0,2,2,2
astro-ph/0412192,2,1,1,3
astro-ph/0412193,0,1,3,1
astro-ph/0412194,0,0,1,0
astro-ph/0412195,0,0,1,0
astro-ph/0412196,0,8,2,8
astro-ph/0412197,0,0,2,0
astro-ph/0412198,0,2,2,2
astro-ph/0412199,0,22,2,22
astro-ph/0412200,0,0,1,0
astro-ph/0412201,0,0,2,0
astro-ph/0412202,0,5,3,5
astro-ph/0412203,0,0,0,0
astro-ph/0412204,1,1,2,2
astro-ph/0412205,0,0,1,0
astro-ph/0412206,0,0,1,0
astro-ph/0412207,3,4,1,7
astro-ph/0412208,0,21,1,21
astro-ph/0412209,0,1,1,1
astro-ph/0412210,0,0,0,0
astro-ph/0412211,0,1,1,1
astro-ph/0412212,0,0,1,0
astro-ph/0412213,0,0,0,0
astro-ph/0412214,0,0,2,0
astro-ph/0412215,0,0,0,0
astro-ph/0412216,0,0,1,0
astro-ph/0412217,0,1,2,1
astro-ph/0412219,0,0,1,0
astro-ph/0412220,0,0,2,0
astro-ph/0412221,0,0,1,0
astro-ph/0412222,0,2,2,2
astro-ph/0412223,0,0,1,0
astro-ph/0412224,0,0,1,0
astro-ph/0412225,3,3,1,6
astro-ph/0412226,0,1,1,1
astro-ph/0412227,0,1,2,1
astro-ph/0412228,1,8,1,9
astro-ph/0412230,0,0,0,0
astro-ph/0412231,0,0,1,0
astro-ph/0412232,0,0,0,0
astro-ph/0412233,0,1,1,1
astro-ph/0412234,0,0,0,0
astro-ph/0412235,0,0,0,0
astro-ph/0412236,0,0,2,0
astro-ph/0412237,3,26,2,29
astro-ph/0412239,0,0,1,0
astro-ph/0412240,1,1,2,2
astro-ph/0412241,0,0,1,0
astro-ph/0412243,0,0,3,0
astro-ph/0412244,1,25,2,26
astro-ph/0412245,0,0,1,0
astro-ph/0412246,1,0,0,1
astro-ph/0412247,0,0,0,0
astro-ph/0412249,0,2,2,2
astro-ph/0412250,0,0,1,0
astro-ph/0412251,0,0,1,0
astro-ph/0412252,0,0,0,0
astro-ph/0412253,0,1,1,1
astro-ph/0412254,0,0,1,0
astro-ph/0412255,0,0,0,0
astro-ph/0412256,0,0,1,0
astro-ph/0412257,0,0,1,0
astro-ph/0412258,0,1,1,1
astro-ph/0412259,1,28,2,29
astro-ph/0412260,0,0,0,0
astro-ph/0412261,1,4,1,5
astro-ph/0412262,0,0,2,0
astro-ph/0412263,0,0,2,0
astro-ph/0412264,0,1,1,1
astro-ph/0412265,0,1,1,1
astro-ph/0412266,0,7,2,7
